epoch,train_loss,val_loss,learning_rate,best_val_loss_so_far,patience_counter
41,0.2187823797206557,1.8052524157932825,0.0003125,1.7904960768563407,0
42,0.21479378522388518,1.8000884566988264,0.0003125,1.7904960768563407,0
43,0.20015154870611335,1.801168578011649,0.00015625,1.7904960768563407,0
44,0.20563138796696587,1.7958474925586156,0.00015625,1.7904960768563407,0
45,0.20962694009381627,1.8051584277834212,0.00015625,1.7904960768563407,0
46,0.2013813125945273,1.8000346081597465,0.00015625,1.7904960768563407,0
47,0.19048328319239238,1.8012544172150748,7.8125e-05,1.7904960768563407,0
48,0.19992677601320402,1.7978209342275346,7.8125e-05,1.7904960768563407,0
49,0.20375280200488985,1.7984483667782374,7.8125e-05,1.7904960768563407,0
50,0.20066588188684176,1.7976671286991663,7.8125e-05,1.7904960768563407,0
51,0.19771333464554378,1.7982070020266943,3.90625e-05,1.7904960768563407,0
52,0.20190621356642435,1.7972110084124975,3.90625e-05,1.7904960768563407,0
53,0.18807132746137323,1.797901519707271,3.90625e-05,1.7904960768563407,0
54,0.2019734468370203,1.7955566900117057,3.90625e-05,1.7904960768563407,0
55,0.19918499168540751,1.798355051449367,1.953125e-05,1.7904960768563407,0
56,0.20048268665633504,1.7960693155016219,1.953125e-05,1.7904960768563407,0
57,0.20165519413375665,1.7961937870298113,1.953125e-05,1.7904960768563407,0
58,0.1986672460205025,1.7973118339266096,1.953125e-05,1.7904960768563407,0
59,0.2032391502270623,1.7976055145263672,9.765625e-06,1.7904960768563407,0
60,0.20640548768024597,1.7959106053624834,9.765625e-06,1.7904960768563407,0
61,0.1958057452288885,1.7966735022408622,9.765625e-06,1.7904960768563407,0
62,0.20585376745651637,1.7957732762609209,9.765625e-06,1.7904960768563407,0
63,0.19944006488436744,1.7958265542984009,4.8828125e-06,1.7904960768563407,0
64,0.21563175911941226,1.7961164627756392,4.8828125e-06,1.7904960768563407,0
65,0.20698735449049208,1.7980628865105766,4.8828125e-06,1.7904960768563407,0
66,0.20486436281648893,1.7959595322608948,4.8828125e-06,1.7904960768563407,0
67,0.20183019724393647,1.7968613760811942,2.44140625e-06,1.7904960768563407,0
68,0.20466305350973493,1.7970392874308996,2.44140625e-06,1.7904960768563407,0
69,0.20777573773548716,1.7973017011369978,2.44140625e-06,1.7904960768563407,0
70,0.21516516961393847,1.7972792983055115,2.44140625e-06,1.7904960768563407,0
71,0.21425274002646644,1.7963293194770813,1.220703125e-06,1.7904960768563407,0
72,0.20274537003466062,1.7954105819974626,1.220703125e-06,1.7904960768563407,0
73,0.21310942560907395,1.7966057743344988,1.220703125e-06,1.7904960768563407,0
74,0.19976365276508862,1.7970802528517587,1.220703125e-06,1.7904960768563407,0
75,0.20755661905757963,1.7974406906536646,1e-06,1.7904960768563407,0
76,0.21186717138403938,1.796135927949633,1e-06,1.7904960768563407,0
77,0.2124350251304725,1.796071171760559,1e-06,1.7904960768563407,0
78,0.2166587102803446,1.796424184526716,1e-06,1.7904960768563407,0
79,0.20715373201620957,1.7957470842770167,1e-06,1.7904960768563407,0
80,0.21729032846078986,1.796393096446991,1e-06,1.7904960768563407,0
81,0.21752536775810377,1.795753104346139,1e-06,1.7904960768563407,0
82,0.2124364288257701,1.7967014142445155,1e-06,1.7904960768563407,0
83,0.21429366594742214,1.7960440601621355,1e-06,1.7904960768563407,0
84,0.21818623242397156,1.796657110963549,1e-06,1.7904960768563407,0
85,0.2062325274187421,1.7971054911613464,1e-06,1.7904960768563407,0
86,0.21607655103481005,1.7972588964870997,1e-06,1.7904960768563407,0
87,0.21582882673967452,1.7979713337762016,1e-06,1.7904960768563407,0
88,0.21578907132858322,1.7965633613722665,1e-06,1.7904960768563407,0
89,0.20885083510998695,1.7967198491096497,1e-06,1.7904960768563407,0
90,0.2247882577634993,1.7961024727140154,1e-06,1.7904960768563407,0
91,0.2241154924508125,1.7960341657911028,1e-06,1.7904960768563407,0
92,0.2131214611054886,1.796607758317675,1e-06,1.7904960768563407,0
93,0.22854823627997012,1.7959490503583635,1e-06,1.7904960768563407,0
94,0.22658767444746836,1.7961737768990653,1e-06,1.7904960768563407,0
95,0.22225448376839124,1.7967206409999303,1e-06,1.7904960768563407,0
96,0.2265247404575348,1.7971409388950892,1e-06,1.7904960768563407,0
97,0.21742577904037066,1.7961426547595434,1e-06,1.7904960768563407,0
98,0.222444503109843,1.7966575111661638,1e-06,1.7904960768563407,0
99,0.23534894841057913,1.7962735635893685,1e-06,1.7904960768563407,0
100,0.229301960488397,1.7960047125816345,1e-06,1.7904960768563407,0
101,0.22617984051623988,1.7950150966644287,1e-06,1.7904960768563407,0
102,0.23014359270769452,1.797014696257455,1e-06,1.7904960768563407,0
103,0.23271801322698593,1.795659167425973,1e-06,1.7904960768563407,0
104,0.22284138811722634,1.7966094187327795,1e-06,1.7904960768563407,0
105,0.23590991557354019,1.7957045946802412,1e-06,1.7904960768563407,0
106,0.235654377570701,1.7954790507044112,1e-06,1.7904960768563407,0
107,0.24142526947553195,1.7959548149790083,1e-06,1.7904960768563407,0
108,0.22847051392235454,1.7949868610927038,1e-06,1.7904960768563407,0
109,0.2240243023113599,1.7950874141284399,1e-06,1.7904960768563407,0
110,0.2364292254464494,1.7964965956551688,1e-06,1.7904960768563407,0
111,0.24203897563237992,1.794770794255393,1e-06,1.7904960768563407,0
112,0.23586466997152283,1.795830317905971,1e-06,1.7904960768563407,0
113,0.2347429519489644,1.7964453271457128,1e-06,1.7904960768563407,0
114,0.24100492598991546,1.7956819364002772,1e-06,1.7904960768563407,0
115,0.23698735940787527,1.7973067164421082,1e-06,1.7904960768563407,0
116,0.23543997815558834,1.7966233236449105,1e-06,1.7904960768563407,0
117,0.24065413184109188,1.797164159161704,1e-06,1.7904960768563407,0
118,0.23736177636162628,1.7961503096989222,1e-06,1.7904960768563407,0
119,0.23487124494498685,1.7970534137317113,1e-06,1.7904960768563407,0
120,0.24258506167975682,1.7951848932674952,1e-06,1.7904960768563407,0
121,0.24705233732386242,1.7960055215018136,1e-06,1.7904960768563407,0
122,0.2442729493218755,1.7960542355264937,1e-06,1.7904960768563407,0
123,0.24376521422158157,1.7949490632329668,1e-06,1.7904960768563407,0
124,0.23878938261242139,1.7948517884526933,1e-06,1.7904960768563407,0
125,0.24255783909133502,1.796475614820208,1e-06,1.7904960768563407,0
126,0.23549415174102972,1.7941842079162598,1e-06,1.7904960768563407,0
127,0.2458778496181208,1.7957217863627843,1e-06,1.7904960768563407,0
128,0.24609089086926172,1.7943402528762817,1e-06,1.7904960768563407,0
129,0.24951962446646084,1.7971765313829695,1e-06,1.7904960768563407,0
130,0.25739112661944497,1.7945268835340227,1e-06,1.7904960768563407,0
131,0.2471408156885041,1.7942328027316503,1e-06,1.7904960768563407,0
132,0.23499492644554093,1.7951167907033647,1e-06,1.7904960768563407,0
133,0.2422962360793636,1.7954507044383459,1e-06,1.7904960768563407,0
134,0.24712947013950537,1.7955620288848877,1e-06,1.7904960768563407,0
135,0.2563466397188013,1.7961537412234716,1e-06,1.7904960768563407,0
136,0.2569462477806069,1.795668865953173,1e-06,1.7904960768563407,0
137,0.26254650332506685,1.7955757890428816,1e-06,1.7904960768563407,0
138,0.24495856215556464,1.7960149475506373,1e-06,1.7904960768563407,0
139,0.2542201891423218,1.7946774789265223,1e-06,1.7904960768563407,0
140,0.25312133736553644,1.7960651431764876,1e-06,1.7904960768563407,0
141,0.2576191872949638,1.7965371353285653,1e-06,1.7904960768563407,0
142,0.25848438555286046,1.7960030436515808,1e-06,1.7904960768563407,0
143,0.2583108971575423,1.7953027401651656,1e-06,1.7904960768563407,0
144,0.26500082039643846,1.796083424772535,1e-06,1.7904960768563407,0
145,0.2676548161322162,1.7943854672568185,1e-06,1.7904960768563407,0
146,0.2606423156306384,1.796714757169996,1e-06,1.7904960768563407,0
147,0.2520199366623447,1.7956004653658186,1e-06,1.7904960768563407,0
148,0.25929353581297965,1.7947815912110465,1e-06,1.7904960768563407,0
149,0.26311377122525187,1.794580604348864,1e-06,1.7904960768563407,0
150,0.2632520848086902,1.795297818524497,1e-06,1.7904960768563407,0
151,0.25482176060950945,1.7933579087257385,1e-06,1.7904960768563407,0
152,0.2633175650641086,1.7944001725741796,1e-06,1.7904960768563407,0
153,0.26279360549672254,1.7944205829075404,1e-06,1.7904960768563407,0
154,0.26904652409610297,1.7949222752026148,1e-06,1.7904960768563407,0
155,0.26924946685395545,1.7947424820491247,1e-06,1.7904960768563407,0
156,0.2666441921795171,1.7947029386247908,1e-06,1.7904960768563407,0
157,0.26842195283444154,1.7939766900879996,1e-06,1.7904960768563407,0
158,0.2636624461424256,1.7952094333512443,1e-06,1.7904960768563407,0
159,0.2677089563674397,1.794490967478071,1e-06,1.7904960768563407,0
160,0.2702724634418412,1.795015173298972,1e-06,1.7904960768563407,0
161,0.27295974712996257,1.7952240790639604,1e-06,1.7904960768563407,0
162,0.2733599317097475,1.7951162883213587,1e-06,1.7904960768563407,0
163,0.2657071879458806,1.79448835338865,1e-06,1.7904960768563407,0
164,0.2769346936118035,1.7946636591638838,1e-06,1.7904960768563407,0
165,0.2762305964198377,1.7949870143617903,1e-06,1.7904960768563407,0
166,0.2694540223668492,1.7926365988595145,1e-06,1.7904960768563407,0
167,0.27868502740822143,1.7937319704464503,1e-06,1.7904960768563407,0
168,0.27519115604578503,1.7940725428717477,1e-06,1.7904960768563407,0
169,0.2718558403707686,1.7946349722998483,1e-06,1.7904960768563407,0
170,0.28154471555044724,1.7925399882452828,1e-06,1.7904960768563407,0
171,0.29148139201459433,1.7939725518226624,1e-06,1.7904960768563407,0
172,0.28638414033348597,1.7934512070247106,1e-06,1.7904960768563407,0
173,0.28146714214531204,1.7948808925492423,1e-06,1.7904960768563407,0
174,0.2736615174937816,1.792394689151219,1e-06,1.7904960768563407,0
175,0.2802251806216581,1.7938376239367895,1e-06,1.7904960768563407,0
176,0.2833733997411198,1.7947991064616613,1e-06,1.7904960768563407,0
177,0.28203594873821924,1.7950116310800825,1e-06,1.7904960768563407,0
178,0.28057667967819033,1.7942922030176436,1e-06,1.7904960768563407,0
179,0.2834172872678628,1.7949918338230677,1e-06,1.7904960768563407,0
180,0.29146120312904555,1.794639093535287,1e-06,1.7904960768563407,0
181,0.2863491479130018,1.7949628915105547,1e-06,1.7904960768563407,0
182,0.2910185084929542,1.794562816619873,1e-06,1.7904960768563407,0
183,0.2955626126319643,1.795434296131134,1e-06,1.7904960768563407,0
184,0.2860615643125678,1.7946606108120509,1e-06,1.7904960768563407,0
185,0.28847311519914204,1.7945976087025233,1e-06,1.7904960768563407,0
186,0.2840832811262872,1.7941554699625288,1e-06,1.7904960768563407,0
187,0.28220657271052163,1.7934853349413191,1e-06,1.7904960768563407,0
188,0.29478254529928405,1.7948720966066634,1e-06,1.7904960768563407,0
189,0.29077975555426544,1.7952273743493217,1e-06,1.7904960768563407,0
190,0.30071391809790854,1.7931878822190421,1e-06,1.7904960768563407,0
191,0.2930786672329146,1.7927852698734827,1e-06,1.7904960768563407,0
192,0.29790469504419775,1.7928388629640852,1e-06,1.7904960768563407,0
193,0.2985373138790093,1.7935649752616882,1e-06,1.7904960768563407,0
194,0.30113527542423635,1.7941126482827323,1e-06,1.7904960768563407,0
195,0.3000954681090892,1.794248376573835,1e-06,1.7904960768563407,0
196,0.3030267324712541,1.7934745465006148,1e-06,1.7904960768563407,0
197,0.2969179759541201,1.7941295078822546,1e-06,1.7904960768563407,0
198,0.30142373502964065,1.793606426034655,1e-06,1.7904960768563407,0
199,0.3037928318279603,1.7944479073796953,1e-06,1.7904960768563407,0
200,0.30283998798519846,1.7940633126667567,1e-06,1.7904960768563407,0
